,image_id,given_label,guess_label,is_noisy,max_prob
62,1010806468.jpg,4,4,False,0.6473383903503418
63,1010855776.jpg,3,3,False,0.9825199842453003
64,1010899191.jpg,3,3,False,0.9747077822685242
65,1011139244.jpg,3,3,False,0.9809485673904419
66,1011422445.jpg,3,2,True,0.8605148792266846
67,1011571614.jpg,4,4,False,0.6826137900352478
68,1011602291.jpg,2,2,False,0.9405381679534912
69,1011858443.jpg,3,3,False,0.5091487169265747
70,1011909285.jpg,4,4,False,0.975472629070282
71,1012257169.jpg,4,4,False,0.9935799837112427
72,1012305013.jpg,1,0,True,0.8651668429374695
73,1012426959.jpg,0,0,False,0.9065102934837341
74,101253257.jpg,1,1,False,0.6002347469329834
75,1012599090.jpg,3,3,False,0.9810781478881836
76,1012623980.jpg,1,0,True,0.840441107749939
77,1012755275.jpg,3,3,False,0.9916200041770935
78,1012804587.jpg,1,1,False,0.9660288691520691
79,1012902365.jpg,4,0,True,0.6090726852416992
80,1013678821.jpg,3,3,False,0.9904167056083679
81,1013734375.jpg,3,3,False,0.9807397723197937
82,1014087087.jpg,3,3,False,0.976172924041748
83,1014332426.jpg,4,4,False,0.45576560497283936
84,1014359226.jpg,2,2,False,0.9994426965713501
85,1014365825.jpg,3,3,False,0.5701565742492676
86,1014433832.jpg,3,3,False,0.9797013998031616
87,1014492188.jpg,1,1,False,0.4182405471801758
88,1014810796.jpg,3,3,False,0.9767023921012878
89,1014888611.jpg,3,3,False,0.7527687549591064
90,1015034348.jpg,3,3,False,0.9853777289390564
91,1015143489.jpg,3,2,True,0.8546080589294434
92,1015749198.jpg,2,2,False,0.9241491556167603
93,1016027375.jpg,1,4,True,0.7216259837150574
94,1016258639.jpg,3,3,False,0.9778866767883301
95,1016334938.jpg,3,3,False,0.9550617933273315
96,1016415263.jpg,1,1,False,0.9925855398178101
97,10169000.jpg,1,1,False,0.582339882850647
98,1016955090.jpg,2,2,False,0.9755061864852905
99,1017006970.jpg,3,3,False,0.9861060976982117
100,101712540.jpg,2,2,False,0.9881296157836914
101,1017415426.jpg,4,4,False,0.8402623534202576
102,1017667711.jpg,2,2,False,0.908599853515625
103,1017670009.jpg,2,2,False,0.9972503185272217
104,1017827385.jpg,4,4,False,0.983473539352417
105,1017890227.jpg,3,3,False,0.986456036567688
106,1018433055.jpg,3,3,False,0.7043538093566895
107,1018450745.jpg,1,1,False,0.9860366582870483
108,101876866.jpg,3,3,False,0.9856624603271484
109,1018973237.jpg,0,0,False,0.9466103315353394
110,1019359196.jpg,3,3,False,0.9894908666610718
111,1019366633.jpg,4,4,False,0.8524491190910339
112,1019398233.jpg,4,4,False,0.9840805530548096
113,1019486948.jpg,3,3,False,0.986656129360199
114,101960837.jpg,3,3,False,0.9854628443717957
115,1020196137.jpg,3,3,False,0.9907234907150269
116,1020245430.jpg,3,3,False,0.9370729327201843
117,1020387881.jpg,3,3,False,0.9645285606384277
118,102039365.jpg,0,4,True,0.9027077555656433
119,1020423203.jpg,3,3,False,0.9879889488220215
120,1020636424.jpg,3,3,False,0.9663709402084351
121,1020936674.jpg,1,1,False,0.9891654849052429
122,1021655183.jpg,2,4,True,0.700535774230957
123,1021758544.jpg,0,4,True,0.7764355540275574
124,1022008227.jpg,3,3,False,0.9574329853057861
125,1022283943.jpg,3,3,False,0.9778115153312683
126,1022307478.jpg,3,3,False,0.9861876964569092
127,1022475063.jpg,3,3,False,0.9869409799575806
128,1022790491.jpg,3,3,False,0.9724835753440857
129,1022850256.jpg,3,3,False,0.9908530116081238
130,1022932733.jpg,4,4,False,0.7592583894729614
131,1023151050.jpg,3,3,False,0.9713179469108582
132,1023663951.jpg,4,0,True,0.6456586718559265
133,1023837322.jpg,3,3,False,0.9764165878295898
134,1023937437.jpg,3,3,False,0.9870697259902954
135,1024067372.jpg,4,4,False,0.8080908060073853
136,1024089865.jpg,0,3,True,0.9682828187942505
137,1024191493.jpg,3,3,False,0.9931159019470215
138,1024367055.jpg,2,2,False,0.9981427192687988
139,102447703.jpg,3,3,False,0.9491583704948425
140,1024504187.jpg,1,1,False,0.781965970993042
141,102485576.jpg,0,0,False,0.7631363868713379
142,1024995071.jpg,3,3,False,0.9876255989074707
143,1025060651.jpg,3,3,False,0.9849180579185486
144,1025198223.jpg,3,3,False,0.9848499298095703
145,1025466430.jpg,2,2,False,0.9477381706237793
146,1025492337.jpg,3,3,False,0.9776055216789246
147,1025511060.jpg,2,2,False,0.9950381517410278
148,1025557405.jpg,3,3,False,0.9723415374755859
149,1025616565.jpg,3,3,False,0.9877932071685791
150,1025693532.jpg,3,3,False,0.9922261238098145
151,1026177105.jpg,2,2,False,0.9786911010742188
152,1026467332.jpg,0,0,False,0.7961780428886414
153,1026511145.jpg,3,3,False,0.9880881309509277
154,1026915452.jpg,1,1,False,0.6896753311157227
155,102719039.jpg,3,3,False,0.980516791343689
156,1027550629.jpg,3,3,False,0.9772342443466187
157,1027766963.jpg,3,3,False,0.8055949211120605
158,1027796931.jpg,0,0,False,0.9834577441215515
159,1028041356.jpg,3,3,False,0.9803389310836792
160,1028105805.jpg,3,3,False,0.9782141447067261
161,1028128877.jpg,4,4,False,0.9797706007957458
162,1028318593.jpg,3,3,False,0.9931899309158325
163,1028446573.jpg,3,3,False,0.9866948127746582
164,1028629473.jpg,1,1,False,0.9829676151275635
165,1028697500.jpg,2,2,False,0.9780334234237671
166,1029560899.jpg,3,3,False,0.8214532136917114
167,102968016.jpg,3,3,False,0.7289075255393982
168,1029778366.jpg,3,3,False,0.9655994176864624
169,1029779424.jpg,3,3,False,0.9859527349472046
170,1030448520.jpg,1,4,True,0.8806406259536743
171,1031500522.jpg,3,3,False,0.9805117845535278
172,1031772206.jpg,3,3,False,0.9808804392814636
173,1032082353.jpg,3,3,False,0.9730829000473022
174,1032383932.jpg,3,0,True,0.6111013293266296
175,1032460539.jpg,2,2,False,0.9973258376121521
176,1032629824.jpg,1,1,False,0.9970709681510925
177,1033283646.jpg,3,3,False,0.9397587180137634
178,1033403106.jpg,0,0,False,0.8124144077301025
179,1033787784.jpg,1,1,False,0.9974478483200073
180,1033962303.jpg,4,4,False,0.5479409098625183
181,1034219276.jpg,4,4,False,0.9534026980400085
182,1034286210.jpg,3,3,False,0.9869090914726257
183,1034407153.jpg,3,3,False,0.9897119998931885
184,1034527129.jpg,3,3,False,0.9753221273422241
185,1034548842.jpg,2,2,False,0.8759292364120483
186,1034577161.jpg,3,3,False,0.6198306679725647
187,1034735631.jpg,1,2,True,0.8784081339836121
188,1035014017.jpg,4,4,False,0.9372551441192627
189,1035350866.jpg,3,3,False,0.9872119426727295
190,1035475040.jpg,3,3,False,0.9788836240768433
191,1036133928.jpg,3,3,False,0.9777557849884033
192,1036302176.jpg,3,3,False,0.9603805541992188
193,103630546.jpg,3,3,False,0.9743435382843018
194,1036380403.jpg,2,2,False,0.7378201484680176
195,1036692910.jpg,3,3,False,0.9720489382743835
196,1036697361.jpg,3,3,False,0.9795722365379333
197,1036774035.jpg,3,3,False,0.9843593835830688
198,1036959902.jpg,0,0,False,0.992432713508606
199,1037277772.jpg,1,1,False,0.9886083602905273
200,1037337861.jpg,3,3,False,0.9768979549407959
201,103776422.jpg,1,1,False,0.6231042146682739
202,1038166459.jpg,3,3,False,0.9638739824295044
203,1038176489.jpg,3,3,False,0.9252022504806519
204,1038640139.jpg,1,1,False,0.9872164130210876
205,1038916688.jpg,3,3,False,0.9815983772277832
206,1039045921.jpg,3,3,False,0.86778724193573
207,1039176615.jpg,4,4,False,0.9808153510093689
208,1039292236.jpg,4,4,False,0.7350050806999207
209,1039658655.jpg,3,3,False,0.9913390874862671
210,1039676268.jpg,3,3,False,0.9878062009811401
211,1039830931.jpg,3,3,False,0.9626774787902832
212,1039851684.jpg,3,3,False,0.9918233752250671
213,1040079282.jpg,3,3,False,0.9884781241416931
214,1040156603.jpg,3,3,False,0.9446905851364136
215,1040315063.jpg,0,0,False,0.9776468276977539
216,1040699059.jpg,1,1,False,0.9957494139671326
217,1040828572.jpg,3,3,False,0.9818124771118164
218,104086261.jpg,3,3,False,0.9903265237808228
219,1040876350.jpg,3,3,False,0.9595752954483032
220,1041022257.jpg,3,3,False,0.9859630465507507
221,1041184552.jpg,3,3,False,0.9701777696609497
222,1041588404.jpg,3,3,False,0.929611325263977
223,1041651309.jpg,3,3,False,0.9808692336082458
224,1041666046.jpg,2,2,False,0.563362717628479
225,1041701814.jpg,3,3,False,0.9843127727508545
226,1041922165.jpg,2,2,False,0.9743435382843018
227,1041923025.jpg,3,3,False,0.988273024559021
228,1042223039.jpg,3,3,False,0.99803227186203
229,1042521522.jpg,3,3,False,0.9845417737960815
230,1042550484.jpg,3,3,False,0.9796618223190308
231,1042661635.jpg,3,3,False,0.9915439486503601
232,1043083985.jpg,3,3,False,0.959887683391571
233,1043086898.jpg,4,4,False,0.5356156229972839
234,1043184548.jpg,3,2,True,0.7075070142745972
235,1043238803.jpg,2,2,False,0.622302770614624
236,1043392236.jpg,4,3,True,0.9972031116485596
237,1043752907.jpg,3,3,False,0.9645387530326843
238,1043857809.jpg,3,3,False,0.9777560234069824
239,1044221536.jpg,3,3,False,0.8382000923156738
240,104436415.jpg,2,2,False,0.5653901100158691
241,1044411903.jpg,3,3,False,0.9652222394943237
242,1044545725.jpg,3,3,False,0.9669111967086792
243,1044718671.jpg,0,0,False,0.4206661880016327
244,1044918414.jpg,3,3,False,0.9726988077163696
245,1044930186.jpg,4,4,False,0.7031029462814331
246,1044971650.jpg,3,3,False,0.95781010389328
247,1045099368.jpg,4,4,False,0.982029378414154
248,1045208006.jpg,2,2,False,0.9554354548454285
249,1045339937.jpg,3,3,False,0.9859604835510254
250,104535906.jpg,3,3,False,0.9876474142074585
251,1045545977.jpg,4,4,False,0.9445040225982666
252,1045708576.jpg,3,3,False,0.970791757106781
253,1045776023.jpg,3,3,False,0.9502379894256592
254,10459387.jpg,4,1,True,0.9057795405387878
255,1045989131.jpg,3,3,False,0.9155558347702026
256,1046156726.jpg,2,3,True,0.9419956207275391
257,1046187121.jpg,3,3,False,0.9790910482406616
258,1046222396.jpg,3,3,False,0.9912999868392944
259,1046486747.jpg,1,1,False,0.9956666231155396
260,1046631452.jpg,2,2,False,0.7250440120697021
261,1046703257.jpg,4,4,False,0.5805941820144653
262,1046776729.jpg,3,3,False,0.9958784580230713
263,1046830901.jpg,3,3,False,0.9605845212936401
264,1047071545.jpg,3,3,False,0.9857200384140015
265,1047154095.jpg,4,4,False,0.7032858729362488
266,1047210476.jpg,3,3,False,0.9877123236656189
267,1047272845.jpg,4,4,False,0.9419662356376648
268,1047550741.jpg,3,3,False,0.9898304343223572
269,1047645957.jpg,3,3,False,0.9681729078292847
270,104769172.jpg,3,3,False,0.8267530202865601
271,1047894047.jpg,3,3,False,0.9785937070846558
272,1047901042.jpg,2,2,False,0.9634709358215332
273,1047958369.jpg,4,4,False,0.6813220977783203
274,1048147223.jpg,0,0,False,0.9277696013450623
275,1048372814.jpg,3,3,False,0.9795080423355103
276,1048581072.jpg,2,2,False,0.4899044930934906
277,1048678959.jpg,3,3,False,0.9908969402313232
278,1048686894.jpg,2,2,False,0.9994602203369141
279,1048738679.jpg,3,3,False,0.9850730299949646
280,1048872437.jpg,3,3,False,0.9874889254570007
281,1049426356.jpg,3,3,False,0.9384505152702332
282,1049791378.jpg,4,4,False,0.7674059271812439
283,1049924040.jpg,3,3,False,0.9823409914970398
284,1050134400.jpg,3,3,False,0.9925984144210815
285,1050263382.jpg,3,3,False,0.9979995489120483
286,1050292454.jpg,3,3,False,0.9861783981323242
287,1050313402.jpg,3,3,False,0.5527884364128113
288,105057263.jpg,1,1,False,0.8348745107650757
289,1050774063.jpg,3,3,False,0.9918748736381531
290,1050847556.jpg,4,4,False,0.9826061129570007
291,1050949665.jpg,0,0,False,0.5378855466842651
292,1051469374.jpg,3,3,False,0.9655625224113464
293,1051688339.jpg,0,0,False,0.9888546466827393
294,1052028548.jpg,1,1,False,0.8984304666519165
295,1052095724.jpg,0,4,True,0.6977634429931641
296,1052118637.jpg,3,3,False,0.9859826564788818
297,1052854295.jpg,0,0,False,0.867845892906189
298,1052881053.jpg,3,3,False,0.9847707748413086
299,1052903541.jpg,3,3,False,0.9803562164306641
300,1053009170.jpg,3,3,False,0.9663832187652588
301,105315247.jpg,3,3,False,0.9621140360832214
302,1053293117.jpg,3,3,False,0.9896900057792664
303,1053317654.jpg,3,3,False,0.9837435483932495
304,1053317741.jpg,3,3,False,0.9956438541412354
305,1053331543.jpg,3,3,False,0.9591650366783142
306,1053506407.jpg,1,1,False,0.48531970381736755
307,1054048740.jpg,2,4,True,0.9653970003128052
308,1054179399.jpg,2,2,False,0.9191357493400574
309,1054232796.jpg,2,2,False,0.994246244430542
310,1054468967.jpg,3,3,False,0.9750527143478394
311,1054935979.jpg,1,3,True,0.9879836440086365
312,1054946133.jpg,2,3,True,0.9757146835327148
313,1054987687.jpg,3,3,False,0.9639331102371216
314,1055012871.jpg,3,3,False,0.9783514738082886
315,1055305901.jpg,3,3,False,0.9973329305648804
316,1055627573.jpg,3,3,False,0.9028283357620239
317,105602329.jpg,4,0,True,0.9614348411560059
318,1056943297.jpg,3,3,False,0.841372013092041
319,1057043660.jpg,3,3,False,0.973892092704773
320,105741284.jpg,4,4,False,0.883882462978363
321,1057462029.jpg,0,4,True,0.5603879690170288
322,1057519931.jpg,3,3,False,0.98781818151474
323,1057579024.jpg,3,2,True,0.5921832323074341
324,1057697623.jpg,1,0,True,0.7036041021347046
325,1058428683.jpg,2,2,False,0.4767013490200043
326,1058438877.jpg,3,3,False,0.99013352394104
327,1058466257.jpg,3,3,False,0.991886556148529
328,1058542448.jpg,4,4,False,0.8909668922424316
329,1058931181.jpg,3,3,False,0.9635051488876343
330,1059213340.jpg,3,3,False,0.9235982894897461
331,1059218033.jpg,3,3,False,0.9889557361602783
332,1059334615.jpg,3,3,False,0.9676138758659363
333,1059412486.jpg,2,2,False,0.9881274104118347
334,1059498220.jpg,3,3,False,0.9862422943115234
335,1059782259.jpg,3,3,False,0.9874385595321655
336,1059986462.jpg,2,2,False,0.9786198139190674
337,1060007225.jpg,3,3,False,0.9614276885986328
338,1060214168.jpg,0,4,True,0.8460924029350281
339,1060477140.jpg,3,3,False,0.9694234132766724
340,1060543398.jpg,4,4,False,0.9930893778800964
341,1060644080.jpg,4,4,False,0.49004703760147095
342,10606813.jpg,3,3,False,0.9247865676879883
343,1060691063.jpg,3,3,False,0.9830655455589294
344,1060739991.jpg,3,3,False,0.9669167399406433
345,1060754806.jpg,3,3,False,0.989656388759613
346,10607686.jpg,2,2,False,0.6345362067222595
347,1060819932.jpg,3,3,False,0.9695505499839783
348,1061187521.jpg,3,3,False,0.9924863576889038
349,1061287420.jpg,3,3,False,0.9943711161613464
350,106169527.jpg,3,3,False,0.9031288027763367
351,106217104.jpg,3,3,False,0.9060420989990234
352,106233037.jpg,3,3,False,0.9872632026672363
353,1063110047.jpg,1,1,False,0.9993256330490112
354,1063572140.jpg,3,3,False,0.9841408133506775
355,1064129080.jpg,3,3,False,0.8796777725219727
356,1064213029.jpg,4,4,False,0.907742440700531
357,1064567128.jpg,3,3,False,0.5908730030059814
358,1064567864.jpg,3,3,False,0.9830353260040283
359,1064635740.jpg,3,3,False,0.9547922611236572
360,1064688608.jpg,2,2,False,0.9755152463912964
361,1065474134.jpg,3,3,False,0.9767658710479736
362,1065833532.jpg,4,4,False,0.997384786605835
363,1066546103.jpg,1,1,False,0.9171985983848572
364,1066630679.jpg,3,3,False,0.9707366228103638
365,1066635665.jpg,3,3,False,0.9740356802940369
366,1066701107.jpg,3,3,False,0.9838423728942871
367,1067081821.jpg,3,3,False,0.9867817759513855
368,1067302519.jpg,4,4,False,0.8708488345146179
369,1067379852.jpg,3,3,False,0.9834257960319519
370,1067618974.jpg,3,3,False,0.9794682860374451
371,1067694987.jpg,4,4,False,0.6370157599449158
372,1067821323.jpg,3,3,False,0.9880430102348328
373,1067829359.jpg,3,3,False,0.984399676322937
374,106785011.jpg,3,1,True,0.7532593607902527
375,1067983435.jpg,3,3,False,0.9693573713302612
376,1068174637.jpg,2,4,True,0.7591559290885925
377,1068558018.jpg,3,3,False,0.9912344813346863
378,1068624123.jpg,3,3,False,0.995114803314209
379,1068801763.jpg,3,3,False,0.9954794645309448
380,1068803845.jpg,3,3,False,0.9838683009147644
381,1069065600.jpg,3,3,False,0.9921249151229858
382,1069221450.jpg,3,3,False,0.9822512865066528
383,1069816211.jpg,2,2,False,0.9239950180053711
384,1069921431.jpg,3,3,False,0.9838194847106934
385,1069985474.jpg,1,1,False,0.5875747203826904
386,1070151605.jpg,3,3,False,0.9883162975311279
387,1070206679.jpg,3,3,False,0.9567351341247559
388,1070548894.jpg,3,3,False,0.974608302116394
389,1070630875.jpg,3,3,False,0.9943296313285828
390,1070742689.jpg,3,3,False,0.935219407081604
391,1071136061.jpg,3,3,False,0.9911314845085144
392,1071660717.jpg,3,3,False,0.9562379121780396
393,1071700805.jpg,3,3,False,0.9879906177520752
394,107179104.jpg,3,3,False,0.9580491781234741
395,1071960213.jpg,0,4,True,0.9659871459007263
396,1072157342.jpg,1,3,True,0.8861390352249146
397,1072171567.jpg,3,3,False,0.9641395807266235
398,1072259548.jpg,1,1,False,0.9916795492172241
399,1072326766.jpg,0,4,True,0.6498041152954102
400,1072471707.jpg,3,3,False,0.9489468932151794
401,1072588150.jpg,4,4,False,0.9529598951339722
402,1072929806.jpg,3,3,False,0.980930745601654
403,1073105435.jpg,3,3,False,0.9873975515365601
404,107350755.jpg,1,1,False,0.9410030245780945
405,1073881095.jpg,3,3,False,0.9940886497497559
406,1073893170.jpg,3,3,False,0.9831794500350952
407,1073915000.jpg,4,0,True,0.5420864820480347
408,1073983503.jpg,4,4,False,0.9423741698265076
409,107427326.jpg,4,4,False,0.8283660411834717
410,1074333151.jpg,1,1,False,0.9848594665527344
411,1074399386.jpg,3,3,False,0.9954718947410583
412,1074412436.jpg,3,3,False,0.9543371200561523
413,107443287.jpg,3,3,False,0.988823652267456
414,1074461567.jpg,1,1,False,0.9934613704681396
415,1074544926.jpg,3,3,False,0.9672004580497742
416,107458529.jpg,3,3,False,0.9899084568023682
417,107466550.jpg,4,4,False,0.34576845169067383
418,1074721909.jpg,3,3,False,0.9686568975448608
419,1074804892.jpg,3,3,False,0.9908483028411865
420,1074822391.jpg,3,3,False,0.9784549474716187
421,1075008294.jpg,3,3,False,0.9547886848449707
422,1075008577.jpg,3,3,False,0.9815031886100769
423,1075249116.jpg,0,0,False,0.9310335516929626
424,1075456471.jpg,2,2,False,0.4028875231742859
425,1075841093.jpg,3,3,False,0.9831792712211609
426,107608677.jpg,4,4,False,0.5321301817893982
427,1076699996.jpg,3,3,False,0.9768542647361755
428,1076906366.jpg,3,3,False,0.9370288848876953
429,1076964019.jpg,1,0,True,0.8147797584533691
430,1077032520.jpg,1,1,False,0.578285813331604
431,1077091549.jpg,3,3,False,0.9711869955062866
432,1077138637.jpg,3,3,False,0.9728178977966309
433,1077343678.jpg,3,3,False,0.9865714907646179
434,1077647851.jpg,4,3,True,0.9083130359649658
435,1077728760.jpg,4,4,False,0.7713788747787476
436,1077786495.jpg,2,2,False,0.9760150909423828
437,107801790.jpg,4,4,False,0.9489473104476929
438,1078061341.jpg,1,1,False,0.9845923185348511
439,10780620.jpg,3,3,False,0.9606232643127441
440,1078497809.jpg,3,3,False,0.9888460636138916
441,1078590865.jpg,0,0,False,0.7633229494094849
442,1078779441.jpg,1,1,False,0.8494827747344971
443,1078875759.jpg,3,3,False,0.9923094511032104
444,1079107547.jpg,3,3,False,0.9782474040985107
445,1079216156.jpg,3,3,False,0.9749033451080322
446,1079224858.jpg,3,3,False,0.9881420135498047
447,1079432452.jpg,3,3,False,0.9892454147338867
448,1079514795.jpg,3,3,False,0.9862062931060791
449,1079793899.jpg,1,1,False,0.4628590941429138
450,1079818659.jpg,3,3,False,0.957152783870697
451,1080123455.jpg,1,1,False,0.9914649724960327
452,1080179563.jpg,3,3,False,0.9939326047897339
453,1080185160.jpg,4,4,False,0.9831942915916443
454,1080265497.jpg,3,3,False,0.987348198890686
455,1080281713.jpg,3,3,False,0.9564204216003418
456,1080407872.jpg,0,0,False,0.5223832130432129
457,1080752639.jpg,1,1,False,0.983395516872406
458,1081031509.jpg,3,3,False,0.9953824877738953
459,1081331009.jpg,0,0,False,0.670856237411499
460,1081937072.jpg,4,4,False,0.9851479530334473
461,1081992369.jpg,1,1,False,0.7884993553161621
462,1082098147.jpg,4,0,True,0.650160551071167
463,1082579432.jpg,3,3,False,0.9575775861740112
464,1082822990.jpg,3,3,False,0.9374407529830933
465,1082887568.jpg,2,2,False,0.8818397521972656
466,1083021605.jpg,4,4,False,0.9717504382133484
467,1083149527.jpg,3,3,False,0.9862020015716553
468,108321963.jpg,3,3,False,0.5960926413536072
469,1083535091.jpg,4,4,False,0.9851195216178894
470,1083681960.jpg,2,2,False,0.9628647565841675
471,1083896176.jpg,2,0,True,0.7935162782669067
472,1084229234.jpg,4,4,False,0.9855179786682129
473,108428649.jpg,3,0,True,0.7478173971176147
474,1084779411.jpg,3,4,True,0.8620402216911316
475,1084885558.jpg,2,2,False,0.9989618062973022
476,1084966463.jpg,3,3,False,0.9962376952171326
477,1085038226.jpg,4,4,False,0.9684532880783081
478,1085297222.jpg,1,1,False,0.9989904165267944
479,1085629921.jpg,3,3,False,0.6753276586532593
480,1085879366.jpg,3,3,False,0.9943628311157227
481,1085931637.jpg,3,3,False,0.9957236647605896
482,1085950509.jpg,0,0,False,0.9985960721969604
483,1086080704.jpg,3,3,False,0.984820544719696
484,1086102546.jpg,3,3,False,0.9895089864730835
485,1086221210.jpg,3,3,False,0.9731297492980957
486,1086499006.jpg,3,3,False,0.9832221269607544
487,1086538376.jpg,4,4,False,0.9331607818603516
488,1086549590.jpg,3,3,False,0.989436149597168
489,1086683858.jpg,3,3,False,0.9821863174438477
490,1087450558.jpg,3,3,False,0.9887146949768066
491,1088048736.jpg,3,3,False,0.9313156008720398
492,1088104223.jpg,2,2,False,0.952680766582489
493,1088343861.jpg,3,3,False,0.9852439761161804
494,1088416255.jpg,3,3,False,0.9940809011459351
495,1088631003.jpg,3,3,False,0.9855412244796753
496,1088853815.jpg,3,3,False,0.9807004928588867
497,1089147259.jpg,3,3,False,0.9908725619316101
498,108944327.jpg,3,3,False,0.9812912940979004
499,1089555688.jpg,3,3,False,0.9807419180870056
500,1089661926.jpg,1,1,False,0.992572009563446
501,1089759212.jpg,0,0,False,0.8094801902770996
502,1089887353.jpg,3,3,False,0.9580374956130981
503,1090116806.jpg,3,3,False,0.9858293533325195
504,1090266454.jpg,3,3,False,0.9685605764389038
505,1090285146.jpg,3,3,False,0.9665144681930542
506,109039552.jpg,3,3,False,0.9830417037010193
507,109060770.jpg,2,2,False,0.9811533689498901
508,1090972181.jpg,1,1,False,0.6375415325164795
509,1091104589.jpg,2,2,False,0.7802317142486572
510,1091388730.jpg,3,3,False,0.9889864921569824
511,1091414887.jpg,3,3,False,0.966892421245575
512,1091450292.jpg,3,3,False,0.9808839559555054
513,1091452653.jpg,3,3,False,0.9840270280838013
514,1091529167.jpg,3,3,False,0.9849942922592163
515,1091727259.jpg,3,3,False,0.9717154502868652
516,1091837239.jpg,4,4,False,0.5244041681289673
517,1091869695.jpg,1,2,True,0.938961923122406
518,1092232758.jpg,4,4,False,0.9452003240585327
519,1092289858.jpg,2,2,False,0.9550635814666748
520,1092535479.jpg,2,2,False,0.8385038375854492
521,1092645359.jpg,3,3,False,0.9891931414604187
522,1092772509.jpg,3,3,False,0.9697524905204773
523,1092828758.jpg,4,4,False,0.9648730158805847
524,1092874124.jpg,3,3,False,0.9822014570236206
525,1093114557.jpg,3,3,False,0.9620019793510437
526,1093539112.jpg,3,3,False,0.9791296720504761
527,1093739814.jpg,3,3,False,0.987890362739563
528,1093765262.jpg,1,1,False,0.9416273832321167
529,1093908406.jpg,4,4,False,0.6258386969566345
530,1094294460.jpg,2,2,False,0.9856840968132019
531,1094295442.jpg,0,0,False,0.7865785956382751
532,1094476490.jpg,3,2,True,0.9279939532279968
533,1094482700.jpg,3,3,False,0.9686764478683472
534,1094531638.jpg,3,3,False,0.9856076240539551
535,1094769327.jpg,3,3,False,0.9568319320678711
536,1094811132.jpg,3,3,False,0.9764080047607422
537,1095008050.jpg,3,3,False,0.9848198890686035
538,1095247638.jpg,4,4,False,0.9839828014373779
539,1095482483.jpg,3,3,False,0.9836267232894897
